

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
01/20/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,100.48,0.989,,,,-99.37,903.22,01/21/2026
01/16/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 23 26 $19 (100 SHS) (Margin)", -OSCR260123C19,"CALL (OSCR) OSCAR HEALTH INC CL JAN 23 26 $19 (100 SHS)",Margin,0.1,2,,0.05,,-20.05,1502.59,01/20/2026
01/16/2026,"YOU BOUGHT OPENING TRANSACTION CALL (COHR) COHERENT CORP COM JAN 23 26 $200 (100 SHS) (Margin)", -COHR260123C200,"CALL (COHR) COHERENT CORP COM JAN 23 26 $200 (100 SHS)",Margin,3.39,1,0.65,0.02,,-339.67,1522.64,01/20/2026
01/16/2026,"YOU SOLD CLOSING TRANSACTION CALL (SMCI) SUPER MICRO COMPUTER JUN 18 26 $43 (100 SHS) (Margin)", -SMCI260618C43,"CALL (SMCI) SUPER MICRO COMPUTER JUN 18 26 $43 (100 SHS)",Margin,3.1,-1,0.65,0.02,,309.33,1862.31,01/20/2026
01/15/2026,"YOU SOLD OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 23 26 $19 (100 SHS) (Margin)", -OSCR260123C19,"CALL (OSCR) OSCAR HEALTH INC CL JAN 23 26 $19 (100 SHS)",Margin,0.2,-2,1.3,0.05,,38.65,1552.98,01/16/2026
01/15/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,200,-5,,,,1000,1514.33,01/16/2026
01/14/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES JAN 23 26 $30 (100 SHS) (Margin)", -SOFI260123C30,"CALL (SOFI) SOFI TECHNOLOGIES JAN 23 26 $30 (100 SHS)",Margin,0.09,1,,0.02,,-9.02,514.33,01/15/2026
01/14/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,236.42,0.422,,,,-99.77,523.35,01/15/2026
01/13/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 16 26 $19 (100 SHS) (Margin)", -OSCR260116C19,"CALL (OSCR) OSCAR HEALTH INC CL JAN 16 26 $19 (100 SHS)",Margin,0.09,2,,0.05,,-18.05,623.12,01/14/2026
01/13/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,78.64,2,,,,-157.28,641.17,01/14/2026
01/13/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,241.21,1,,,,-241.21,798.45,01/14/2026
01/12/2026,"YOU BOUGHT QUALCOMM INC (QCOM) (Margin)",QCOM,"QUALCOMM INC",Margin,172.27,1,,,,-172.27,1039.66,01/13/2026
01/12/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,80.35,2,,,,-160.7,1211.93,01/13/2026
01/09/2026,"YOU BOUGHT UBER TECHNOLOGIES INC COM (UBER) (Margin)",UBER,"UBER TECHNOLOGIES INC COM",Margin,85.71,2,,,,-171.42,1372.63,01/12/2026
01/09/2026,"YOU BOUGHT UBER TECHNOLOGIES INC COM (UBER) (Margin)",UBER,"UBER TECHNOLOGIES INC COM",Margin,85.7,0.333,,,,-28.54,1544.05,01/12/2026
01/09/2026,"YOU SOLD OPENING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $75 (100 SHS) (Margin)", -BMNR270115C75,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $75 (100 SHS)",Margin,4.87,-1,0.65,0.02,,486.33,1572.59,01/12/2026
01/09/2026,"YOU BOUGHT JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,17.98,11,,,,-197.78,1086.26,01/12/2026
01/09/2026,"YOU BOUGHT JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.08,0.122,,,,-2.21,1284.04,01/12/2026
01/09/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,243.79,0.41,,,,-99.95,1286.25,01/12/2026
01/08/2026,"YOU SOLD OPENING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES JAN 23 26 $30 (100 SHS) (Margin)", -SOFI260123C30,"CALL (SOFI) SOFI TECHNOLOGIES JAN 23 26 $30 (100 SHS)",Margin,0.45,-1,0.65,0.02,,44.33,1386.20,01/09/2026
01/08/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES JAN 16 26 $29 (100 SHS) (Margin)", -SOFI260116C29,"CALL (SOFI) SOFI TECHNOLOGIES JAN 16 26 $29 (100 SHS)",Margin,0.45,1,,0.02,,-45.02,1341.87,01/09/2026
01/08/2026,"YOU SOLD OPENING TRANSACTION CALL (SOFI) SOFI TECHNOLOGIES JAN 16 26 $29 (100 SHS) (Margin)", -SOFI260116C29,"CALL (SOFI) SOFI TECHNOLOGIES JAN 16 26 $29 (100 SHS)",Margin,0.25,-1,0.65,0.02,,24.33,1386.89,01/09/2026
01/08/2026,"YOU SOLD OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 16 26 $19 (100 SHS) (Margin)", -OSCR260116C19,"CALL (OSCR) OSCAR HEALTH INC CL JAN 16 26 $19 (100 SHS)",Margin,0.4,-2,1.3,0.05,,78.65,1362.56,01/09/2026
01/08/2026,"YOU SOLD QUALCOMM INC (QCOM) (Margin)",QCOM,"QUALCOMM INC",Margin,180.33,-0.091,,,,16.41,1283.91,01/09/2026
01/08/2026,"YOU SOLD QUALCOMM INC (QCOM) (Margin)",QCOM,"QUALCOMM INC",Margin,180.32,-11,,,,1983.53,1267.50,01/09/2026
01/08/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,81.85,5,,,,-409.23,-716.03,01/09/2026
01/08/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,174.85,2,,,,-349.7,-306.80,01/09/2026
01/08/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,175.06,0.858,,,,-150.2,42.90,01/09/2026
